Title,Artist,Genre,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
A Who Say,Sizzla,Reggae,7g6qqHnlYIw54wuEkdQY5n,Take Myself Away,Overstanding,34.0,N,2006-11-21,0.707,0.687,-7.437,0.519,0.123,0.0,0.0373,0.795,7.0,1.0,81.721,251813.0
Gimme Hope Jo'anna,Eddy Grant,Reggae,6295Cr4SGdjJgnJ6DLtZFn,Gimme Hope Jo'anna,The Biggest Reggae Hits,51.0,N,2015-05-26,0.896,0.704,-12.148,0.0402,0.401,0.132,0.0884,0.98,10.0,1.0,128.685,243696.0
Kingston Town,UB40,Reggae,3e7yziCpnpx2ujgvXqSLzp,Kingston Town,Labour Of Love II,51.0,N,1989-01-01,0.956,0.254,-13.264,0.0551,0.156,0.0362,0.0362,0.8,8.0,1.0,102.071,228293.0
Red Red Wine,UB40,Reggae,4uOKFydzAejjSFqYbv1XPt,Red Red Wine,The Very Best Of,72.0,N,2000,0.857,0.468,-8.53,0.0476,0.00414,1.32e-05,0.269,0.843,1.0,1.0,89.119,183733.0
Can't Help Falling in Love,UB40,Reggae,7ojJ4XvqBhBcteM0zjMebT,(I Can't Help) Falling In Love With You,Promises And Lies,69.0,N,1993-01-01,0.642,0.722,-13.031,0.0375,0.0444,0.00388,0.122,0.836,2.0,1.0,172.406,207440.0
Come Back Darling,John Holt,Reggae,1El3mNmoOhFmiI4vo2H2ki,Sister Big Stuff,Like a Bolt (Expanded Version),37.0,N,1973-05-28,0.796,0.418,-7.834,0.126,0.574,3.42e-06,0.0862,0.93,8.0,1.0,83.299,151133.0
Take It Easy,Beres Hammond,Reggae,2RlVyAjLnGJQYp7uzpfUta,Rock Away,Music Is Life,52.0,N,2001,0.722,0.544,-5.924,0.075,0.0969,0.0,0.0836,0.805,8.0,1.0,83.789,239200.0
Rockaway,The Abyssinians,Reggae,6JXQ7fWGFKB6DgiCCSLcXO,Satta Massagana,Satta Massagana,34.0,N,1976,0.501,0.407,-13.142,0.305,0.252,0.000342,0.128,0.722,9.0,0.0,77.152,209427.0
Many Rivers to Cross,Jimmy Cliff,Reggae,1dZxI6OuzwJ283y3gOU1Kq,Many Rivers To Cross,"Wonderful World, Beautiful People",47.0,N,1970,0.399,0.212,-16.03,0.0747,0.7,0.000434,0.116,0.149,5.0,1.0,137.76,164067.0
Murder She Wrote,Chaka Demus & Pliers,Reggae,1HGyhNaRUFEDBiVLbvtbL6,Murder She Wrote,Tease Me,69.0,N,1993-01-01,0.883,0.733,-9.153,0.128,0.161,0.00026,0.334,0.946,11.0,0.0,95.107,245000.0
Boom Shack-A-Lak,Shaggy,Reggae,4fxF8ljwryMZX5c9EKrLFE,Boombastic,Boombastic,70.0,N,1995-07-11,0.867,0.538,-16.183,0.361,0.242,1.75e-05,0.316,0.781,2.0,1.0,158.328,249933.0
It Wasn't Me,Shaggy ft. RikRok,Reggae,3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,Hot Shot,77.0,Y,2000-08-08,0.853,0.606,-4.596,0.072,0.0561,0.0,0.313,0.653,0.0,1.0,94.753,227600.0
Angel,Shaggy ft. Rayvon,Reggae,7FDV5ELOJHCGLe52AnttEd,Angel,Hot Shot,74.0,Y,2000-08-08,0.74,0.766,-2.939,0.178,0.116,0.0,0.0406,0.807,6.0,1.0,170.531,235133.0
Shy Guy,Diana King,Reggae,3ldG6XCLDXxWg1N6XhrSKo,Shy Guy,Tougher Than Love,58.0,N,1995-04-14,0.714,0.825,-5.447,0.0751,0.0128,0.000569,0.049,0.751,11.0,0.0,94.074,258560.0
Kaya,Bob Marley & The Wailers,Reggae,2rahWhhubhQMhG6coo7Vu9,Kaya,Kaya,58.0,N,1978,0.827,0.601,-8.828,0.0636,0.0343,2.67e-05,0.0565,0.83,11.0,1.0,97.548,195733.0
Dreamland,Bob Marley & The Wailers,Reggae,4yw8k4kxRa02v7RbV0HT8G,Dreamland,Climb the Ladder,14.0,N,1971,0.377,0.327,-13.36,0.144,0.808,0.000261,0.116,0.455,0.0,1.0,200.481,174493.0
Everyday People,Sly and the Family Stone,Reggae,4ZVZBc5xvMyV3WzWktn8i7,Everyday People,Stand,63.0,N,1969-05-03,0.807,0.497,-10.656,0.0297,0.307,0.0327,0.043,0.765,7.0,1.0,114.524,141507.0
Jammin',Bob Marley & The Wailers,Reggae,3GIChxHmuLmBm5PTNZGDtj,Jamming,Exodus,75.0,N,1977-06-03,0.935,0.479,-10.981,0.306,0.107,5.16e-05,0.118,0.773,11.0,0.0,123.643,211000.0
Smoke Two Joints,The Toyes,Reggae,7xZveOMt2gkUZt9XZNb8C7,Smoke Two Joints,The Toyes,40.0,N,1996-01-01,0.652,0.831,-8.25,0.111,0.148,1.32e-05,0.0405,0.93,11.0,0.0,154.215,224867.0
Lively Up Yourself,Bob Marley & The Wailers,Reggae,2Xr3NXOz1qg5Jddkm8k4fr,Lively Up Yourself,Natty Dread,53.0,N,1974,0.843,0.431,-12.012,0.331,0.204,0.00132,0.0546,0.881,7.0,1.0,128.697,310427.0
Murder She Wrote,Chaka Demus & Pliers,Reggae,1HGyhNaRUFEDBiVLbvtbL6,Murder She Wrote,Tease Me,69.0,N,1993-01-01,0.883,0.733,-9.153,0.128,0.161,0.00026,0.334,0.946,11.0,0.0,95.107,245000.0
Love and Affection,Joey Bada$$,Reggae,7umZiitjVsEjMQ6HNddpUI,Love Is Only a Feeling,Love Is Only a Feeling,75.0,N,2017-07-06,0.629,0.676,-7.088,0.191,0.53,0.000325,0.701,0.497,1.0,0.0,90.377,152041.0
Don't Worry Be Happy,Bobby McFerrin,Reggae,4hObp5bmIJ3PP3cKA9K9GY,Don't Worry Be Happy,Simple Pleasures,67.0,N,1988-01-01,0.675,0.166,-22.602,0.171,0.88,7.14e-05,0.0461,0.747,11.0,1.0,68.837,294400.0
Sweeter Than Honey,Aloe Blacc,Reggae,0RFCHlNuTeUHIB36VuVbOL,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Sweeter Than Fiction,52.0,N,2013-10-21,0.71,0.614,-6.965,0.0366,0.00164,0.000154,0.0785,0.673,6.0,1.0,135.012,237640.0
Sunshine Reggae,Laid Back,Reggae,0z0JSkE5Nw3i3nin3BBSuG,Sunshine Reggae,Good Vibes - The Very Best of Laid Back,63.0,N,2008-10-06,0.704,0.79,-5.756,0.0432,0.101,0.00657,0.0769,0.933,8.0,1.0,167.816,257667.0
The Tide is High,Blondie,Reggae,165NAtd2DRPKNQ6EVY0VG9,The Tide Is High - Edit,Tide Is High,51.0,N,1980-10-01,0.778,0.667,-7.273,0.0258,0.0514,0.0312,0.092,0.964,11.0,1.0,96.954,233893.0
Sweet Sensation,The Wailers,Reggae,6aC8NTVpetj62Ajixqzlsb,Sweet Sensation,Rivers of Babylon (Expanded Version),43.0,N,1970-01-01,0.955,0.324,-15.105,0.211,0.181,0.05,0.0756,0.96,0.0,1.0,122.211,230053.0
Dancehall Queen,Harry Belafonte,Reggae,6KkAC41nNRiWA6w3ZD9cJ8,Jump in the Line,Greatest Hits,41.0,N,2000-07-25,0.623,0.8,-9.509,0.297,0.676,0.0,0.611,0.871,9.0,0.0,113.824,224733.0
Your Love Is My Drug,Ke$ha,Reggae,6vc2Jq2vaGu8z326kSrw92,Your Love Is My Drug,Animal (Expanded Edition),70.0,N,2010-01-01,0.826,0.612,-3.891,0.0982,0.00681,0.0,0.0889,0.756,1.0,1.0,120.057,187133.0
"You Don't Love Me (No, No, No)",Dawn Penn,Reggae,0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix","No, No, No",66.0,N,1994,0.811,0.428,-10.728,0.221,0.0122,0.317,0.344,0.653,7.0,1.0,80.962,277893.0
Do You Really Want to Hurt Me,Culture Club,Reggae,1I6q6nwNjNgik1Qe8Oi0Y7,Do You Really Want To Hurt Me,Kissing To Be Clever,64.0,N,1982-09-01,0.744,0.376,-14.996,0.0366,0.0815,0.0,0.108,0.42,4.0,0.0,100.78,262173.0
Dance Crasher,Toots & The Maytals,Reggae,2GImcOxFZ0GP49rmPnPOjT,Pressure Drop - Single Version,Reggae Greats - Toots & The Maytals,57.0,N,1984-07-07,0.649,0.581,-12.161,0.0432,0.106,0.0,0.0321,0.984,8.0,1.0,148.887,173493.0
Pressure Drop,Toots & The Maytals,Reggae,2EISedV2npKMtvygkykV2r,Pressure Drop,Sweet and Dandy,41.0,N,1969-12-31,0.653,0.459,-12.18,0.0369,0.603,0.0,0.0536,0.986,8.0,1.0,146.296,176693.0
Mellow Mood,Bob Marley,Reggae,0OzTp2KRtNEjHqHP78jWW8,Mellow Mood,Marley (The Original Soundtrack),38.0,N,2012-04-17,0.681,0.369,-10.689,0.0292,0.294,0.0,0.101,0.668,0.0,1.0,88.506,209773.0
Ain't No Sunshine,Bill Withers,Reggae,1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Just As I Am,82.0,N,1971-05-01,0.527,0.415,-11.451,0.122,0.457,1.72e-05,0.117,0.515,4.0,0.0,78.169,125093.0
Hurt So Good,John Cougar,Reggae,67eX1ovaHyVPUinMHeUtIM,Hurts So Good,American Fool,70.0,N,1982,0.785,0.737,-5.306,0.0363,0.042,0.000107,0.108,0.971,9.0,1.0,125.447,218960.0
Take It Easy,Beres Hammond,Reggae,2RlVyAjLnGJQYp7uzpfUta,Rock Away,Music Is Life,52.0,N,2001,0.722,0.544,-5.924,0.075,0.0969,0.0,0.0836,0.805,8.0,1.0,83.789,239200.0
Love Is the Answer,Bob Marley,Reggae,1HH9AYnSKZaPKgZUGuiDRf,Love Is My Religion,Love Is My Religion,45.0,N,2006-07-02,0.826,0.717,-6.212,0.0481,0.202,0.0,0.394,0.78,9.0,1.0,93.505,228507.0
Reggae Night,Jimmy Cliff,Reggae,1OE5bn5HUmCqTLNpo13ya3,Reggae Night,We All Are One: The Best Of Jimmy Cliff,49.0,N,2002-06-11,0.853,0.697,-7.41,0.0373,0.282,4.42e-05,0.121,0.96,0.0,1.0,109.419,321600.0
I Know a Place,John Holt,Reggae,18W1OSSRFyBmGVfOfQ5Ixk,Mr. Bojangles,1000 Volts Of Holt,38.0,N,1984,0.641,0.278,-16.35,0.0702,0.176,1.59e-06,0.0993,0.666,1.0,0.0,75.995,319933.0
Lovely Day,Bill Withers,Reggae,0bRXwKfigvpKZUurwqAlEh,Lovely Day,Menagerie,81.0,N,1977-10-29,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,9.0,1.0,97.923,254560.0
"No Woman, No Cry",Bob Marley,Reggae,423hwXFgoN8RYmqLoLuVvY,"No Woman, No Cry - Live At The Lyceum, London/1975",Live!,63.0,N,1975-01-01,0.655,0.675,-9.352,0.086,0.272,0.0234,0.727,0.57,1.0,1.0,77.588,427800.0
Waiting in Vain,Bob Marley,Reggae,66TTutUCqCpAzGCBcsBuYy,Waiting In Vain - Bob Marley: One Love - Music Inspired By The Film,Waiting In Vain (Bob Marley: One Love - Music Inspired By The Film),55.0,N,2024-02-02,0.753,0.411,-7.481,0.0305,0.103,0.225,0.09,0.515,7.0,1.0,119.015,301467.0
Better Tomorrow,Bob Marley,Reggae,0t34scg6386JnLUEb7jFb1,Rome,Tomorrow's Gonna Come,62.0,N,2019-11-08,0.784,0.5,-8.471,0.042,0.492,0.0648,0.165,0.859,11.0,1.0,153.801,218613.0
