album_comments,album_favorites,album_listens,album_tracks,artist_comments,artist_favorites,track_bit_rate,track_comments,track_date_created,track_duration,track_favorites,track_interest,track_listens,track_number,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_discovery,artist_familiarity,artist_hotttnesss,song_currency,song_hotttnesss,genre_top_isna,genre_top_name,genre_top_level_name,album_len,artist_len,track_title_len
0,0,90,1,0,2,192000,0,2008-11-26 01:46:08,206,0,468,90,3,0.8155489042,0.1441250712,0.8927211866,0.9004301244,0.1047034668,0.1022936576,138.68,0.0349164186,0.2756719299,0.162622,0.287989,0.00025,0.039431,False,Rock,Rock,30,10,26
0,0,716,4,0,2,192000,0,2008-11-26 01:46:12,218,0,475,177,4,0.8421128878,0.2852932287,0.5646886968,0.9516243456,0.1104813781,0.0406105474,166.552,0.254299214,0.2756719299,0.162622,0.287989,0.0005,0.062497,False,Rock,Rock,12,10,48
0,0,716,4,0,2,192000,0,2008-11-26 01:46:14,199,0,405,116,6,0.3673926458,0.3396980706,0.8466394386,0.9091861794,0.1989439803,0.4626074726,70.887,0.0482427328,0.2756719299,0.162622,0.287989,0.0005,0.062497,False,Rock,Rock,12,10,16
0,0,193,2,0,2,192000,0,2008-11-26 01:46:16,111,0,365,72,6,0.9939276168,0.3100899771,0.9524931303,0.2743114791,0.3542305191,0.8257439071,69.413,0.0334023117,0.2756719299,0.162622,0.287989,0.0,0.0,False,Rock,Rock,12,10,13
0,0,346,2,0,2,320000,0,2008-11-26 01:46:18,160,0,461,104,6,0.8335160135,0.2065092789,0.779140487,0.9408410856,0.3723113985,0.0772271448,123.583,0.0281438157,0.2756719299,0.162622,0.287989,0.00025,0.039431,False,Rock,Rock,19,10,18
0,0,716,4,0,2,192000,0,2008-11-26 01:46:21,129,0,529,160,7,0.7542752993,0.2091129065,0.5799592774,0.7368654346,0.1121648933,0.0733502023,95.932,0.0833302608,0.2756719299,0.162622,0.287989,0.0005,0.062497,False,Rock,Rock,12,10,18
0,0,149,1,0,2,192000,0,2008-11-26 01:46:23,259,1,287,149,0,0.9955533218,0.1861459299,0.4130542364,0.9551374475,0.1117162764,0.040892505,61.316,0.252819344,0.2756719299,0.162622,0.287989,0.0,0.0,False,Rock,Rock,21,10,17
0,0,226,1,0,2,320000,0,2008-11-26 01:46:25,90,0,591,226,0,0.9588732916,0.2746088553,0.9894824701,0.9193623081,0.5465156876,0.1853163118,84.173,0.0332076001,0.2756719299,0.162622,0.287989,0.0005,0.062497,False,Rock,Rock,14,10,12
0,0,894,10,1,7,256000,0,2008-11-26 01:46:50,283,1,730,101,1,0.9936702086,0.6225780356,0.216906878,0.9728700043,0.1109893491,0.0299235029,92.124,0.039641258,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,17
0,0,12333,15,1,7,256000,0,2008-11-26 01:46:54,249,1,1758,945,2,0.9906294902,0.5007534567,0.3712297429,0.1028384438,0.2188101942,0.0325288108,100.919,0.2512323052,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,15
0,0,894,10,1,7,256000,0,2008-11-26 01:46:57,224,0,1224,64,2,0.9824639154,0.2865572933,0.2383479416,0.9429368516,0.0974932193,0.0299079097,115.292,0.0861365084,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,18
0,0,894,10,1,7,256000,0,2008-11-26 01:46:59,40,1,472,125,3,0.9928656425,0.653847565,0.0441512437,0.3384042114,0.1127408309,0.8453119277,129.673,0.7881602727,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,12
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:02,254,0,1679,824,3,0.9140388753,0.6406010435,0.1640712523,0.7605621934,0.2583990328,0.0992103212,49.831,0.190789711,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,13
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:05,192,1,1780,754,4,0.9929059493,0.4947301766,0.2003375585,0.618086852,0.0864499383,0.0389377953,103.779,0.2532444151,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,16
0,0,894,10,1,7,256000,0,2008-11-26 01:47:09,339,1,567,138,4,0.9894955507,0.4939894562,0.1845083868,0.9684166432,0.1165945871,0.0423415399,50.168,0.2670295163,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,14
0,0,894,10,1,7,256000,0,2008-11-26 01:47:14,170,0,524,75,5,0.9954594975,0.3700605051,0.1467337752,0.9728133564,0.1178278324,0.0357200319,107.346,0.1360601183,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,17
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:15,68,1,2286,833,5,0.983585184,0.6026565649,0.0070436969,0.7917134418,0.0800219127,0.4211134428,128.698,0.7700094571,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,7
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:18,269,2,1784,451,6,0.9947583569,0.4444766366,0.2542024555,0.9073222684,0.1381990807,0.0326918427,107.605,0.1920340768,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,18
0,0,894,10,1,7,256000,0,2008-11-26 01:47:21,263,0,459,38,6,0.837046224,0.6526869632,0.2081522129,0.9139808956,0.0981069079,0.0445847109,86.536,0.3477647197,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,7
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:25,194,1,1945,772,7,0.9601916036,0.2159259286,0.2951264558,0.8029777144,0.1700761208,0.0378251053,200.391,0.3677399293,0.4239993671,0.403155,0.444855,4.16667e-05,0.063842,False,Folk,Folk,10,8,14
0,0,894,10,1,7,256000,0,2008-11-26 01:47:27,210,1,870,150,7,0.9918128928,0.461854871,0.5437512413,0.964922262,0.137006432,0.0256877097,93.945,0.7586315482,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,8
0,0,894,10,1,7,256000,0,2008-11-26 01:47:30,258,0,682,46,8,0.9948479146,0.5716589366,0.2114205223,0.9688926849,0.1201000045,0.0354200879,111.007,0.1926132843,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,8
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:34,195,2,1737,603,8,0.9927647775,0.5889867604,0.1379182946,0.0873760557,0.0957687898,0.0584639744,122.31,0.6310426834,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,10
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:37,324,0,1954,688,9,0.9767540277,0.4134284125,0.2261673577,0.2648709939,0.1450636575,0.0394289715,105.012,0.2535385321,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,8
0,0,894,10,1,7,256000,0,2008-11-26 01:47:41,244,0,556,69,9,0.9955932412,0.2908936588,0.1339981544,0.965615896,0.1017310561,0.0322284321,103.425,0.1260668531,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,13
0,0,894,10,1,7,256000,0,2008-11-26 01:47:45,141,2,510,87,10,0.9956487221,0.4031290025,0.2098922735,0.9728700043,0.128509764,0.0380096668,119.073,0.9296188952,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,11,8,11
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:47,96,0,2811,609,10,0.9872581156,0.6337333928,0.0089874678,0.91008157,0.1079745759,0.2486733219,49.581,0.7088659407,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,7
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:49,273,0,1239,397,11,0.9857274225,0.4165116076,0.3633095777,0.7833436078,0.2084982689,0.0331775203,110.579,0.218290722,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,11
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:53,328,0,1276,351,12,0.9952728476,0.4806609025,0.5754643724,0.8969551174,0.3691566896,0.080061934,96.053,0.2229531438,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,11
0,0,12333,15,1,7,256000,0,2008-11-26 01:47:58,184,1,3706,1824,13,0.9895332895,0.4301895798,0.2270358594,0.5246838508,0.1058152942,0.0344977278,96.845,0.2727912235,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,19
0,0,12333,15,1,7,256000,0,2008-11-26 01:48:00,247,3,16106,1714,14,0.9911357831,0.6055538261,0.1730043357,0.8060266737,0.1652396741,0.0298381006,95.105,0.1546003066,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,10
0,0,12333,15,1,7,256000,0,2008-11-26 01:48:07,230,2,2299,551,15,0.8440504744,0.6687378163,0.3569577601,0.0298648372,0.6185204718,0.0289271098,100.117,0.3488174034,0.4239993671,0.403155,0.444855,0.0,0.0,False,Folk,Folk,10,8,12
0,1,1148,1,1,11,256000,0,2008-11-26 01:48:12,247,10,2828,1148,1,0.933741035,0.3127198225,0.3409990466,0.9192423237,0.0829758431,0.032745236,142.499,0.0430538151,0.463409289,0.468543,0.532223,0.0003024194,0.214164,False,Pop,Pop,2,2,5
0,0,2677,0,0,0,197144,0,2008-11-26 01:48:54,231,4,2764,1351,2,0.1325832964,0.5411565335,0.7572551846,0.8826174388,0.0994326594,0.0292159697,144.808,0.7335055159,0.2684218641,0.234926,0.280415,0.00025,0.043313,False,Rock,Rock,13,13,6
0,0,2677,0,0,0,190365,0,2008-11-26 01:49:00,218,2,2467,1366,4,0.0167591241,0.3619554496,0.8723790415,0.922775365,0.15177309,0.03860093,146.546,0.5326324643,0.2684218641,0.234926,0.280415,0.0,0.0,False,Rock,Rock,13,13,21
0,0,7702,1,3,5,320000,0,2008-11-26 01:49:25,309,24,11240,7668,0,0.2300126484,0.8489183547,0.4449207172,0.8200668647,0.1626059387,0.1017437726,120.095,0.8463134804,0.2589022042,0.194221,0.27047,0.0,0.0,True,Electronic,Electronic,15,12,21
0,3,2544,2,3,14,256000,0,2008-11-26 01:49:31,450,7,1391,1276,7,0.9683181687,0.3062691187,0.5410397893,0.9562061822,0.0887635206,0.1182327158,130.996,0.039938682,0.300486223,0.248524,0.313912,0.0,0.0,False,Jazz,Jazz,1,9,30
0,3,2544,2,3,14,256000,0,2008-11-26 01:49:38,821,1,1394,1277,11,0.9761979688,0.245786029,0.2869405462,0.9614360163,0.1162166007,0.0487983354,81.869,0.1175977314,0.300486223,0.248524,0.313912,0.0,0.0,False,Jazz,Jazz,1,9,14
0,0,5613,4,7,27,256000,0,2008-11-26 01:50:17,146,3,1549,532,2,0.9933968022,0.4419715548,0.4848943949,0.938292699,0.0928928461,0.0449218687,133.196,0.6382050743,0.3334800529,0.316331,0.34838,0.0,0.0,False,Rock,Rock,16,10,21
0,0,5613,4,7,27,256000,0,2008-11-26 01:50:23,125,3,1470,425,4,0.9797552518,0.3717837511,0.5234081405,0.9688381615,0.1094469618,0.0703791312,168.606,0.3771696974,0.3334800529,0.316331,0.34838,0.0,0.0,False,Rock,Rock,16,10,31
0,0,5613,4,7,27,256000,0,2008-11-26 01:50:30,173,2,512,374,10,0.9931880002,0.7101448519,0.2506732431,0.9463424718,0.1059124645,0.0364616413,111.228,0.4905165083,0.3334800529,0.316331,0.34838,0.0,0.0,False,Rock,Rock,16,10,24
0,0,5613,4,7,27,256000,0,2008-11-26 01:50:38,182,24,5585,4495,12,0.9873281737,0.7035909913,0.4357120518,0.9017230301,0.1137581203,0.0676240084,122.811,0.9108207732,0.3334800529,0.316331,0.34838,0.0,0.0,False,Rock,Rock,16,10,17
0,1,4418,3,0,3,256000,0,2008-11-26 01:50:40,202,3,2864,2311,1,0.4302465419,0.2620499343,0.9720856699,0.8966929619,0.4073435898,0.151244955,118.281,0.0617962599,0.4654485962,0.406155,0.490348,0.0,0.0,False,Rock,Rock,9,9,6
0,1,4418,3,0,3,320000,0,2008-11-26 01:50:42,146,3,2177,766,2,0.3570855747,0.1893451584,0.9397064969,0.9456612187,0.1468501128,0.0640669936,83.959,0.2022597185,0.4654485962,0.406155,0.490348,0.0,0.0,False,Rock,Rock,9,9,7
0,1,4418,3,0,3,320000,0,2008-11-26 01:50:47,384,2,1779,1350,4,0.0614753069,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452,0.4654485962,0.406155,0.490348,0.0,0.0,False,Rock,Rock,9,9,7
0,1,2060,0,8,20,256000,0,2008-11-26 01:52:35,136,0,159,89,1,0.9229070257,0.4408680304,0.2434517278,0.8597139689,0.1147383417,0.3378157945,129.598,0.5770688544,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,14
0,1,3439,0,8,20,256000,0,2008-11-26 01:52:37,191,0,241,167,1,0.8656867699,0.2788749499,0.0669245556,0.9149633131,0.1115463316,0.0341102691,143.114,0.074577945,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,7
4,1,4250,0,8,20,256000,0,2008-11-26 01:52:40,159,0,2873,2605,2,0.7642476101,0.7331117168,0.0794868304,0.9354613429,0.111640631,0.042528775,108.131,0.1079464553,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,15,14,13
0,1,2060,0,8,20,256000,0,2008-11-26 01:52:41,129,0,131,50,2,0.9679604945,0.3043261534,0.3425785835,0.7606700274,0.111136368,0.0444210503,142.342,0.0985764972,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,14
0,1,2060,0,8,20,256000,0,2008-11-26 01:52:43,205,0,289,190,3,0.7737696606,0.5520261656,0.2513276736,0.5689758335,0.1107430793,0.0506325527,117.247,0.3569842466,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,15
0,1,3439,0,8,20,256000,0,2008-11-26 01:52:46,186,0,345,260,4,0.881460625,0.4743341489,0.0350171505,0.9309336375,0.1047437663,0.0337121522,92.951,0.3192393982,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,9
0,1,2060,0,8,20,256000,0,2008-11-26 01:52:49,229,0,147,56,4,0.3354814295,0.3902630916,0.0210673625,0.9375081467,0.0890456969,0.0414906452,60.382,0.0399321212,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,24
4,1,4250,0,8,20,256000,0,2008-11-26 01:52:51,146,0,194,109,5,0.8079393952,0.5854778619,0.4245642816,0.8904640175,0.110307525,0.0391659925,142.579,0.2051829532,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,15,14,18
0,1,3439,0,8,20,256000,0,2008-11-26 01:52:53,205,0,1597,1484,5,0.5666584153,0.6690948047,0.0575404526,0.1213279874,0.1062701681,0.0513554685,188.94,0.6943441968,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,21
0,1,2060,0,8,20,256000,0,2008-11-26 01:52:57,199,0,833,748,6,0.9903200573,0.3620137829,0.4860880871,0.8482693407,0.0939208446,0.5671853131,91.32,0.3769774443,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,14
0,1,3439,0,8,20,256000,0,2008-11-26 01:52:58,142,0,141,70,7,0.97720379,0.7488810231,0.1312602862,0.7658816688,0.1123659877,0.1340369193,101.106,0.5215820055,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,19
0,1,2060,0,8,20,256000,0,2008-11-26 01:53:01,166,0,142,69,8,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.0708293033,0.0328616557,89.032,0.8506392186,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,13
4,1,4250,0,8,20,256000,0,2008-11-26 01:53:04,280,0,383,297,8,0.4764016998,0.4430167134,0.1683930193,0.9096679701,0.1500001484,0.0564209944,107.08,0.5096621292,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,15,14,12
4,1,4250,0,8,20,256000,0,2008-11-26 01:53:07,87,0,156,90,9,0.7971096734,0.4839170861,0.061000622,0.5976705772,0.1103475714,0.1910664132,103.859,0.2525714531,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,15,14,19
0,1,3439,0,8,20,256000,0,2008-11-26 01:53:08,198,0,322,241,9,0.968785317,0.3987545091,0.3337205089,0.9306147173,0.2772027491,0.0400438008,112.977,0.2408233784,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,9
0,1,11086,21,8,20,256000,0,2008-11-26 01:53:11,41,0,209,153,0,0.6051765354,0.452892782,0.259907492,0.9652117881,0.0993548237,0.075779772,78.172,0.517176346,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,7
0,1,2060,0,8,20,256000,0,2008-11-26 01:53:12,156,0,422,325,10,0.890498485,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.0387785138,133.934,0.1224173219,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,20
4,1,4250,0,8,20,256000,0,2008-11-26 01:53:14,316,0,406,309,10,0.8644036436,0.6928453265,0.1165388521,0.7517062673,0.1070393409,0.1236913826,126.665,0.3398685308,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,15,14,24
0,1,3439,0,8,20,256000,0,2008-11-26 01:53:19,273,0,693,487,11,0.897593404,0.2547157554,0.2716163948,0.9586166184,0.0804039563,0.0325248017,147.547,0.1783694552,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,12
0,1,2060,0,8,20,256000,0,2008-11-26 01:53:22,110,1,386,304,11,0.8004765473,0.4342176429,0.183197095,0.9392859408,0.1225038362,0.0787960323,143.529,0.146380735,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,12
0,1,2060,0,8,20,256000,0,2008-11-26 01:53:24,237,0,171,94,12,0.9738249915,0.3350584873,0.1258033776,0.9223461572,0.1105173637,0.0335835578,73.895,0.1438152772,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,14
0,1,3439,0,8,20,256000,0,2008-11-26 01:53:27,120,0,185,106,12,0.9672503126,0.5768811269,0.3434554245,0.9634766727,0.112806981,0.1054277397,111.988,0.4347772115,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,17
4,1,4250,0,8,20,256000,0,2008-11-26 01:53:29,199,2,300,217,12,0.9279495207,0.517065201,0.1289927395,0.9014819652,0.240380101,0.3963329322,114.819,0.4842236604,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,15,14,20
0,1,3439,0,8,20,256000,0,2008-11-26 01:53:32,105,0,286,228,13,0.9333321724,0.6141929632,0.7112310951,0.8447467308,0.1543999131,0.5798972039,197.924,0.3809198059,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,4
0,1,3439,0,8,20,256000,0,2008-11-26 01:53:33,259,0,234,164,15,0.9281708889,0.5530911896,0.3039368772,0.9542303232,0.1107517419,0.1074009854,110.039,0.6163680635,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,15
0,1,3439,0,8,20,256000,0,2008-11-26 01:53:37,236,0,328,254,16,0.2975406462,0.6249534283,0.1768836222,0.8158711569,0.0928226301,0.0551486222,114.858,0.5036354927,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,18,14,12
0,1,2060,0,8,20,256000,0,2008-11-26 01:53:46,214,0,187,105,19,0.8494241895,0.6947840274,0.2547169323,0.9581455137,0.1119720283,0.1139688424,85.471,0.5949017447,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,16,14,10
0,1,11086,21,8,20,256000,0,2008-11-26 01:53:49,174,0,139,76,0,0.9936330021,0.47495815,0.5908228338,0.90078984,0.1396605534,0.2288491592,101.637,0.2812481638,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,15
0,1,11086,21,8,20,256000,0,2008-11-26 01:53:51,96,0,423,322,0,0.955110164,0.5169835966,0.1136564697,1.284e-06,0.2087050381,0.7131848769,92.49,0.3895606555,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,10
0,1,11086,21,8,20,256000,0,2008-11-26 01:53:53,275,0,405,388,0,0.9452163221,0.214346058,0.6419754173,0.9660182998,0.1110564782,0.0497727984,149.17,0.1870659257,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,8
0,1,11086,21,8,20,256000,0,2008-11-26 01:53:57,188,1,303,225,0,0.7657886575,0.6351690515,0.2122345242,0.8605564634,0.0854054974,0.0378685886,111.807,0.3782501032,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,5
0,1,11086,21,8,20,256000,0,2008-11-26 01:53:59,204,0,226,144,0,0.9363693247,0.5618753923,0.1422503769,0.5554748149,0.1115121356,0.0772406843,124.808,0.4708601967,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,7
0,1,11086,21,8,20,256000,0,2008-11-26 01:54:02,271,0,279,195,0,0.8674526408,0.4619187079,0.4142781931,0.0148394587,0.2625170305,0.0957348647,87.092,0.6857585992,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,14
0,1,11086,21,8,20,256000,0,2008-11-26 01:54:06,88,0,196,160,0,0.9845692599,0.4600573448,0.0436136523,0.2380050133,0.1029931791,0.0397912552,118.805,0.3161046811,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,21
0,1,11086,21,8,20,256000,0,2008-11-26 01:54:08,110,0,177,118,0,0.9904914909,0.452569356,0.0983624348,0.5763007833,0.116476751,0.0646204003,126.267,0.6096973499,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,19
0,1,11086,21,8,20,256000,0,2008-11-26 01:54:10,142,0,363,281,0,0.9479957866,0.6014608135,0.1412970819,0.9124040106,0.1091576349,0.0416562971,147.178,0.4837947392,0.3818764359,0.493007,0.45409,0.0,0.0,False,Rock,Rock,31,14,17
